START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound
(13#)45,1352977,2.568573,1366349,2.658971,1354815,10.54130969,1354815,10.56464386,1358836,4.027588989,4.027765157,1351373,2.514458,1354815,10.821446,1351373,2.115791
(13#)91/2,1367291,2.578175,1381349,2.658956,1366365,10.37596210,1366365,10.31357855,1373851,4.026276558,4.027723341,1366367,2.515332,1366365,10.574181,1366367,2.118960
(13#)46,1392068,2.581279,1396393,2.658941,1381380,10.83011417,1381380,10.80463901,1388867,4.025719190,4.027736562,1381381,2.516190,1381380,11.063686,1381381,2.122071
(13#)93/2,1403569,2.576241,1411387,2.658926,1396395,10.61880174,1396395,10.66909708,1403882,4.025713446,4.027702159,1396411,2.517031,1396395,10.926619,1396411,2.125125
(13#)47,1421554,2.574203,1426393,2.658911,1411410,10.60638584,1411410,10.54258966,1418897,4.024658042,4.027650532,1411411,2.517855,1411410,10.798615,1411411,2.128114
(13#)95/2,1427329,2.563568,1441439,2.658897,1426425,10.88040167,1426425,10.92001320,1433912,4.026031243,4.027677531,1426427,2.518664,1426425,11.174583,1426427,2.131048
(13#)48,1446013,2.577389,1456451,2.658882,1452990,10.41000615,1452990,10.37217927,1448928,4.026227562,4.027623925,1441459,2.519459,1452990,10.619209,1441459,2.133930
(13#)97/2,1460213,2.583438,1471447,2.658868,1456455,10.42302775,1456455,10.42179375,1463943,4.025331189,4.027625710,1456501,2.520239,1456455,10.673501,1456501,2.136760
(13#)49,1485139,2.569529,1486451,2.658854,1471470,10.29100886,1471470,10.31317853,1478958,4.024002748,4.027582997,1471487,2.521002,1471470,10.563499,1471487,2.139527
(13#)99/2,1498438,2.572049,1501499,2.658840,1492260,10.66009978,1492260,10.67709497,1493973,4.025517063,4.027571854,1486493,2.521751,1492260,10.920554,1486493,2.142247
(13#)50,1508933,2.579741,1516513,2.658826,1514205,10.44481923,1514205,10.48635334,1508988,4.026623229,4.027511705,1501501,2.522487,1514205,10.727660,1501501,2.144917
(13#)101/2,1525204,2.588498,1531499,2.658813,1516515,10.39160965,1516515,10.41718872,1524004,4.027036835,4.027516201,1516531,2.523211,1516515,10.663501,1516531,2.147544
(17#)3,1538384,2.572062,1546537,2.658799,1531530,10.91105796,1531530,11.00049541,1539019,4.025439396,4.027541388,1531549,2.523921,1531530,11.245750,1531534,2.150120
(13#)103/2,1552613,2.581629,1561559,2.658786,1546545,10.44066288,1546545,10.41502046,1554034,4.023726303,4.027461770,1546547,2.524618,1546545,10.658779,1546547,2.152649
(13#)52,1568978,2.579733,1576571,2.658773,1561560,10.29958853,1561560,10.31286079,1569049,4.022457197,4.027460202,1561577,2.525304,1561560,10.555376,1561577,2.155138
(13#)105/2,1588283,2.576881,1591589,2.658760,1576575,10.34024085,1576575,10.31280992,1584064,4.022411570,4.027421800,1576579,2.525976,1576575,10.554104,1576579,2.157580
(13#)53,1600058,2.588112,1606603,2.658747,1591590,10.51716217,1591590,10.51497078,1599079,4.022261744,4.027476522,1591621,2.526639,1591590,10.755064,1591594,2.159983
(13#)107/2,1611293,2.582728,1621619,2.658734,1606605,10.38632035,1606605,10.41092631,1614095,4.021918847,4.027371396,1606639,2.527289,1606605,10.649839,1606622,2.162346
(13#)54,1625321,2.576631,1636627,2.658722,1621620,10.27732084,1621620,10.31266060,1629110,4.021606012,4.027386040,1621621,2.527927,1621620,10.550413,1621621,2.164662
(13#)109/2,1647964,2.569523,1651621,2.658710,1636635,10.44534654,1636635,10.40899143,1644125,4.021984051,4.027377068,1636637,2.528555,1636635,10.645603,1636637,2.166944
(13#)55,1658869,2.582682,1666657,2.658697,1651650,10.30055206,1651650,10.31256387,1659140,4.020192534,4.027353016,1651667,2.529174,1651650,10.548054,1651654,2.169189
(13#)111/2,1668971,2.593334,1681679,2.658685,1666665,10.64675595,1666665,10.60715947,1674155,4.020783708,4.027325757,1666711,2.529782,1666665,10.841546,1666694,2.171400
(13#)56,1693639,2.579746,1696693,2.658673,1681680,10.32490434,1688610,10.32921553,1689170,4.022043934,4.027306165,1681703,2.530379,1688610,10.557046,1681682,2.173566
(13#)113/2,1708321,2.575121,1711687,2.658661,1708245,10.45712809,1708245,10.45667512,1704185,4.021412794,4.027272200,1696697,2.530966,1708245,10.683125,1696697,2.175700
(13#)57,1725814,2.588012,1726693,2.658649,1711710,10.89142669,1711710,10.91898631,1719201,4.022880179,4.027296790,1711753,2.531546,1711710,11.150180,1711714,2.177803
(13#)115/2,1740821,2.579711,1741723,2.658637,1726725,10.85478202,1726725,10.80339350,1734216,4.022428970,4.027254405,1726729,2.532114,1726725,11.033544,1726729,2.179869
(13#)58,1746859,2.570141,1756747,2.658626,1741740,10.64565516,1741740,10.69422112,1749231,4.022082665,4.027241610,1741741,2.532674,1741740,10.923353,1741741,2.181903
(13#)117/2,1770016,2.583728,1771751,2.658614,1763580,10.42086268,1763580,10.48206782,1764246,4.022253889,4.027208466,1756787,2.533226,1763580,10.687197,1756774,2.183910
(13#)59,1777753,2.573578,1786781,2.658603,1771770,10.46162606,1771770,10.49311119,1779261,4.022743599,4.027209637,1771787,2.533769,1771770,10.720256,1771787,2.185880
(17#)7/2,1791778,2.589083,1801781,2.658592,1786785,11.01732216,1786785,10.99962821,1794276,4.022617109,4.027222098,1786787,2.534302,1786785,11.226032,1786787,2.187819
(13#)60,1802266,2.584393,1816813,2.658581,1806420,10.50277345,1806420,10.56307655,1809291,4.024345217,4.027112331,1801817,2.534829,1806420,10.783034,1801817,2.189733
(13#)121/2,1831436,2.577516,1831811,2.658570,1826055,10.43231013,1826055,10.43056730,1824307,4.022329809,4.027167955,1816831,2.535347,1826055,10.649303,1816831,2.191615
(13#)61,1835741,2.571404,1846843,2.658559,1831830,10.46981632,1831830,10.48680193,1839322,4.022316892,4.027142842,1831831,2.535857,1831830,10.710152,1831831,2.193467
(13#)123/2,1858867,2.583732,1861859,2.658548,1846845,10.59126030,1846845,10.57638925,1854337,4.021400750,4.027145377,1846847,2.536359,1846845,10.798827,1846847,2.195293
(13#)62,1872751,2.587271,1876859,2.658537,1865325,10.69260177,1865325,10.67587830,1869352,4.022001088,4.027091835,1861861,2.536854,1865325,10.892251,1861861,2.197092
(13#)125/2,1877164,2.577582,1891889,2.658526,1887270,10.27779269,1876875,10.31189578,1884367,4.024507507,4.027088071,1876894,2.537344,1876875,10.532547,1876894,2.198869
(13#)63,1892416,2.592349,1906889,2.658516,1891890,10.33963723,1891890,10.31185474,1899382,4.026082808,4.027086908,1891907,2.537823,1891890,10.531633,1891907,2.200614
(13#)127/2,1908661,2.585161,1921919,2.658505,1906905,10.38043358,1906905,10.39430840,1914397,4.025542803,4.027027499,1906909,2.538296,1906905,10.613226,1906909,2.202333
(13#)64,1931242,2.580351,1936889,2.658495,1921920,10.27390697,1921920,10.31177327,1929412,4.024467155,4.027051825,1921921,2.538763,1921920,10.529842,1921921,2.204029
(13#)129/2,1939141,2.593342,1951949,2.658485,1936935,10.49953723,1936935,10.56323884,1944428,4.024135023,4.027037826,1936943,2.539223,1936935,10.780472,1936943,2.205702
(13#)65,1953379,2.593798,1966963,2.658475,1951950,10.30047796,1951950,10.31169356,1959443,4.024194149,4.026991819,1951951,2.539676,1951950,10.528102,1951951,2.207350
(13#)131/2,1969936,2.574568,1981963,2.658465,1966965,10.45006136,1966965,10.39158946,1974458,4.024382568,4.027016699,1966967,2.540123,1966965,10.607186,1966967,2.208975
(13#)66,1988632,2.587112,1996979,2.658455,1981980,10.33001133,1981980,10.31161495,1989473,4.024762432,4.026954577,1981997,2.540564,1981980,10.526410,1981997,2.210579
(13#)133/2,1997902,2.586030,2012009,2.658445,1996995,10.90419837,1996995,10.91813952,2004488,4.025118630,4.026967657,1997003,2.540998,1996995,11.132155,1997003,2.212158
(13#)67,2021137,2.583325,2027023,2.658435,2012010,10.47254343,2018940,10.48482309,2019503,4.023132802,4.026946708,2012011,2.541426,2018940,10.692510,2012011,2.213715
(13#)135/2,2033041,2.591447,2042039,2.658425,2027025,10.33487939,2040885,10.35329657,2034518,4.022198520,4.026931535,2027033,2.541849,2040885,10.559870,2027033,2.215252
(17#)4,2053553,2.579809,2057053,2.658415,2042040,11.03638869,2042040,10.99889284,2049533,4.021445000,4.026946601,2042059,2.542266,2042040,11.210822,2042059,2.216769
(13#)137/2,2071096,2.585053,2072053,2.658406,2057055,10.38421126,2057055,10.38780553,2064548,4.022896776,4.026875770,2057087,2.542678,2057055,10.598758,2057087,2.218266
(13#)69,2076304,2.586796,2087081,2.658396,2072070,10.80561448,2072070,10.80240611,2079563,4.023463627,4.026905839,2072087,2.543083,2072070,11.012621,2072087,2.219739
(13#)139/2,2098952,2.580068,2102099,2.658387,2087085,10.43093179,2087085,10.38661618,2094579,4.023311267,4.026871994,2087123,2.543484,2087085,10.596103,2087086,2.221194
(13#)70,2106019,2.587094,2117099,2.658378,2102100,10.28475508,2102100,10.31131420,2109594,4.024419101,4.026877118,2102117,2.543878,2102100,10.520083,2102102,2.222630
(13#)141/2,2118514,2.592353,2132129,2.658368,2117115,10.49437651,2117115,10.54041751,2124609,4.025512532,4.026857293,2117119,2.544267,2117115,10.748478,2117119,2.224046
(13#)71,2136091,2.592237,2147137,2.658359,2132130,10.45727492,2132130,10.46068053,2139624,4.027591520,4.026816755,2132147,2.544652,2132130,10.668042,2132147,2.225446
(13#)143/2,2149759,2.601746,2162137,2.658350,2147145,10.32089589,2147145,10.31120661,2154639,4.028287809,4.026828260,2147161,2.545031,2147145,10.517878,2147146,2.226826
(13#)72,2166772,2.597074,2177167,2.658341,2162160,10.28854004,2162160,10.31117114,2169654,4.027752793,4.026799148,2162177,2.545406,2162160,10.517161,2162177,2.228188
(13#)145/2,2191216,2.591899,2192161,2.658332,2177175,10.65886908,2177175,10.69303001,2184669,4.028329271,4.026784498,2177237,2.545776,2177175,10.898348,2177206,2.229535
(13#)73,2198473,2.595378,2207203,2.658323,2192190,10.45346983,2204475,10.48090249,2199684,4.027406604,4.026796901,2192207,2.546140,2204475,10.664824,2192207,2.230860
(13#)147/2,2210389,2.596815,2222219,2.658314,2207205,10.30468258,2207205,10.31106693,2214699,4.026677475,4.026732570,2207213,2.546500,2207205,10.515065,2207213,2.232170
(13#)74,2222702,2.600920,2237219,2.658306,2222220,10.62244500,2222220,10.60563349,2229714,4.025443839,4.026785711,2222239,2.546856,2222220,10.808985,2222239,2.233465
(13#)149/2,2246323,2.596339,2252233,2.658297,2238390,10.68224431,2238390,10.67491363,2244729,4.024592444,4.026726851,2237267,2.547207,2238390,10.872608,2237267,2.234744
(13#)75,2263843,2.582011,2267263,2.658288,2258025,10.59708526,2258025,10.56190649,2259745,4.025546251,4.026725145,2252251,2.547554,2258025,10.758767,2252251,2.236004
(13#)151/2,2279476,2.588150,2282257,2.658280,2277660,10.45042457,2277660,10.45517626,2274760,4.025978655,4.026710232,2267281,2.547896,2277660,10.651226,2267281,2.237251
(13#)76,2294377,2.602427,2297291,2.658271,2282280,10.95059079,2282280,10.91742164,2289775,4.027400192,4.026711393,2282281,2.548234,2282280,11.118275,2282281,2.238481
(17#)9/2,2309311,2.594955,2312293,2.658263,2297295,10.99373951,2297295,10.99825627,2304790,4.027673859,4.026687991,2297297,2.548568,2297295,11.198721,2297297,2.239696
(13#)77,2316212,2.583454,2327323,2.658254,2312310,10.33290008,2312310,10.31083268,2319805,4.025037070,4.026656495,2312311,2.548898,2312310,10.510467,2312311,2.240897
(13#)155/2,2338396,2.592073,2342309,2.658246,2327325,10.63509727,2327325,10.66634505,2334820,4.022541072,4.026692749,2327341,2.549225,2327325,10.865386,2327341,2.242085
(13#)78,2352563,2.595422,2357353,2.658238,2342340,10.30803080,2342340,10.31076786,2349835,4.021784766,4.026644456,2342357,2.549547,2342340,10.509222,2342357,2.243257
(13#)157/2,2368486,2.590531,2372369,2.658230,2357355,10.38245606,2357355,10.37725674,2364850,4.019313096,4.026636767,2357357,2.549864,2357355,10.575132,2357357,2.244414
(13#)79,2375998,2.595066,2387383,2.658221,2372370,10.43612077,2372370,10.44460949,2379865,4.019027847,4.026600546,2372371,2.550179,2372370,10.641913,2372371,2.245558
(13#)159/2,2391856,2.585609,2402383,2.658213,2387385,10.48166740,2387385,10.51284276,2394880,4.018690516,4.026629760,2387393,2.550490,2387385,10.709581,2387393,2.246689
(13#)80,2409742,2.596264,2417399,2.658205,2415105,10.31755305,2415105,10.33999007,2409895,4.021540738,4.026589949,2402401,2.550796,2415105,10.530710,2402401,2.247806
(13#)161/2,2425117,2.592377,2432429,2.658197,2417415,10.84881245,2417415,10.80159164,2424910,4.022869406,4.026582708,2417419,2.551100,2417415,10.997219,2417419,2.248911
(13#)81,2434183,2.589718,2447437,2.658189,2434740,10.43924472,2434740,10.42908697,2439925,4.020823861,4.026600221,2432447,2.551400,2434740,10.619091,2432447,2.250003
(13#)163/2,2459998,2.595797,2462443,2.658182,2447445,10.35032253,2447445,10.37458950,2454941,4.022032785,4.026562303,2447479,2.551696,2447445,10.569131,2447446,2.251082
(13#)82,2473948,2.581392,2477471,2.658174,2462460,10.51916292,2462460,10.57489055,2469956,4.023449944,4.026556539,2462479,2.551989,2462460,10.768899,2462462,2.252148
(13#)165/2,2484971,2.595580,2492461,2.658166,2477475,10.29851906,2477475,10.31048807,2484971,4.024808104,4.026537545,2477521,2.552279,2477475,10.503970,2477494,2.253203
(13#)83,2495473,2.597962,2507489,2.658158,2492490,10.44088557,2492490,10.43774779,2499986,4.024686510,4.026531082,2492509,2.552565,2492490,10.630708,2492509,2.254244
(13#)167/2,2511253,2.602871,2522503,2.658151,2507505,10.33626911,2507505,10.37291583,2515001,4.023080303,4.026508183,2507567,2.552848,2507505,10.565361,2507522,2.255275
(13#)84,2525273,2.595884,2537527,2.658143,2523675,10.55523209,2523675,10.48368037,2530016,4.022547421,4.026520910,2522543,2.553127,2523675,10.670361,2522522,2.256293
(13#)169/2,2548498,2.597963,2552531,2.658136,2545620,10.40474039,2545620,10.37774147,2545031,4.022794438,4.026459309,2537537,2.553404,2545620,10.563686,2537537,2.257299
(17#)5,2555363,2.595337,2567557,2.658128,2552550,10.99012211,2552550,10.99769622,2560046,4.023784267,4.026494118,2552581,2.553678,2552550,11.188862,2552558,2.258296
(13#)171/2,2578036,2.596895,2582551,2.658121,2567565,10.92708061,2567565,10.91680009,2575061,4.023212457,4.026468739,2567569,2.553948,2567565,11.107253,2567569,2.259279
(13#)86,2594246,2.593958,2597591,2.658113,2582580,10.55578003,2582580,10.56175258,2590076,4.023063514,4.026482807,2582581,2.554215,2582580,10.751707,2582581,2.260253
(13#)173/2,2612419,2.590050,2612549,2.658106,2611455,10.64974805,2611455,10.67411780,2605091,4.023685953,4.026423238,2597603,2.554480,2611455,10.858150,2597603,2.261217
(13#)87,2622619,2.592665,2627617,2.658099,2612610,10.66539465,2612610,10.69208555,2620106,4.024151772,4.026476935,2612647,2.554742,2612610,10.881082,2612626,2.262171
(13#)175/2,2640928,2.597647,2642639,2.658091,2627625,10.28738539,2627625,10.31019711,2635121,4.024809131,4.026430747,2627627,2.555000,2627625,10.498723,2627627,2.263111
(13#)88,2653489,2.589649,2657651,2.658084,2645370,10.51306100,2645370,10.47997845,2650136,4.023424168,4.026375993,2642693,2.555257,2645370,10.649375,2642693,2.264046
(13#)177/2,2662903,2.599814,2672639,2.658077,2657655,10.51549012,2657655,10.49102074,2665151,4.022716774,4.026440707,2657657,2.555509,2657655,10.678619,2657657,2.264965
(13#)89,2683354,2.590833,2687677,2.658070,2672670,10.44897175,2672670,10.42862055,2680166,4.022602071,4.026373586,2672671,2.555759,2672670,10.615763,2672671,2.265877
(13#)179/2,2695961,2.593039,2702681,2.658063,2687685,10.37335454,2687685,10.36833505,2695182,4.024227501,4.026392874,2687723,2.556008,2687685,10.555026,2687723,2.266781
(13#)90,2717602,2.598752,2717713,2.658056,2709630,10.53157782,2709630,10.56097842,2710197,4.024568138,4.026362526,2702701,2.556252,2709630,10.741996,2702701,2.267672
(13#)181/2,2719121,2.594914,2732701,2.658049,2717715,10.37331494,2717715,10.36762930,2725212,4.024978108,4.026341527,2717731,2.556495,2717715,10.553432,2717731,2.268556
(13#)91,2739127,2.593271,2747713,2.658042,2732730,10.33041978,2732730,10.31000447,2740227,4.025014867,4.026392771,2732749,2.556735,2732730,10.495370,2732749,2.269430
(13#)183/2,2759311,2.597895,2762759,2.658035,2747745,10.48765084,2747745,10.48472303,2755242,4.023352199,4.026329927,2747749,2.556972,2747745,10.669656,2747749,2.270294
(13#)92,2774917,2.605239,2777771,2.658028,2762760,10.76445593,2762760,10.80090092,2770257,4.023205839,4.026319060,2762761,2.557207,2762760,10.985407,2762761,2.271149
(13#)185/2,2781718,2.593394,2792773,2.658022,2777775,10.57239913,2777775,10.60449365,2785272,4.023903189,4.026337044,2777813,2.557440,2777775,10.788576,2777813,2.271998
(13#)93,2798351,2.597376,2807789,2.658015,2792790,10.66486958,2792790,10.66541189,2800287,4.023608173,4.026293527,2792809,2.557670,2792790,10.849075,2792809,2.272835
(17#)11/2,2812492,2.599243,2822819,2.658008,2807805,11.02662299,2807805,10.99719679,2815302,4.024231407,4.026316554,2807821,2.557898,2807805,11.180678,2807821,2.273665
(13#)94,2825503,2.600128,2837803,2.658001,2822820,10.52442136,2822820,10.53895356,2830317,4.023802481,4.026295056,2822851,2.558123,2822820,10.721791,2822822,2.274486
(13#)189/2,2849842,2.600123,2852849,2.657995,2847075,10.45920201,2847075,10.45405660,2845332,4.024582850,4.026263662,2837839,2.558346,2847075,10.631200,2837839,2.275297
(13#)95,2863901,2.601423,2867861,2.657988,2852850,10.92845388,2852850,10.91625293,2860347,4.022966897,4.026258521,2852873,2.558567,2852850,11.098293,2852854,2.276103
(13#)191/2,2873672,2.596843,2882863,2.657982,2867865,10.35654496,2867865,10.36431793,2875362,4.022210890,4.026285378,2867867,2.558785,2867865,10.545949,2867867,2.276898
(13#)96,2895122,2.601897,2897893,2.657975,2882880,10.24844324,2882880,10.30974340,2890377,4.021964876,4.026286955,2882897,2.559002,2882880,10.490980,2882897,2.277687
(13#)193/2,2904764,2.591674,2912893,2.657969,2897895,10.35588006,2905980,10.36861723,2905392,4.021080406,4.026211483,2897897,2.559216,2897895,10.544542,2897897,2.278466
(13#)97,2919424,2.602268,2927917,2.657962,2912910,10.35772281,2912910,10.41821626,2920407,4.021230401,4.026240480,2912929,2.559428,2912910,10.598676,2912929,2.279239
(13#)195/2,2936938,2.587620,2942909,2.657956,2927925,10.31203266,2927925,10.30966823,2935422,4.020360575,4.026212116,2927941,2.559638,2927925,10.489746,2927941,2.280004
(13#)98,2949664,2.600223,2957947,2.657949,2942940,10.28184570,2942940,10.30964334,2950437,4.021654392,4.026194579,2942959,2.559846,2942940,10.489342,2942959,2.280761
